CITY,LATITUDE,LONGITUDE,ELEVATION,Month,Year,city_max_day_rain,city_month_total_rain,city_avg_daily_rain,Anomalypct,Anomaly
New Brunswick,40.4896492,-74.4408766,12.5,8,2016,0.14,0.56,0.018666666666666668,0.25,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2017,1.95,7.109999999999999,0.2293548387096774,0.27426160337552746,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2018,0.84,2.75,0.10185185185185185,0.3054545454545454,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2019,3.04,3.8899999999999997,0.2161111111111111,0.7814910025706941,Y
New Brunswick,40.4896492,-74.4408766,12.5,8,2020,0.9,5.1,0.16999999999999998,0.17647058823529413,N
New Brunswick,40.4896492,-74.4408766,12.5,8,2021,1.73,5.9,0.20344827586206898,0.29322033898305083,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2011,2.79,8.09,0.2889285714285714,0.34487021013597036,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2012,0.72,2.76,0.09517241379310344,0.2608695652173913,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2013,0.91,2.42,0.08344827586206896,0.3760330578512397,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2014,0.65,1.35,0.05,0.48148148148148145,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2015,1.58,3.0300000000000002,0.10448275862068966,0.5214521452145214,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2016,1.02,2.09,0.07464285714285714,0.48803827751196177,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2017,0.86,1.53,0.051000000000000004,0.5620915032679739,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2018,1.34,6.17,0.20566666666666666,0.21717990275526744,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2019,0.66,1.26,0.042,0.5238095238095238,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2020,1.83,4.78,0.16482758620689655,0.3828451882845188,N
New Brunswick,40.4896492,-74.4408766,12.5,9,2021,8.3,11.270000000000001,0.3756666666666667,0.7364685004436557,Y
New Brunswick,40.4896492,-74.4408766,12.5,10,2011,0.34,0.92,0.054117647058823534,0.3695652173913044,N
