zipcode,State,CITY,CountyName,SizeRank,eom_date,month,year,avghomeprice_month,price_drop
08901,NJ,New Brunswick,Middlesex County,2082,2020-10-31,10,2020,302915, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-10-31,10,2020,484189, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-10-31,10,2020,627725, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-10-31,10,2020,591127, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-11-30,11,2020,307610, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-11-30,11,2020,491875, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-11-30,11,2020,635454, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-11-30,11,2020,598924, 
08901,NJ,New Brunswick,Middlesex County,2082,2020-12-31,12,2020,311080, 
08807,NJ,Bridgewater Township,Somerset County,2481,2020-12-31,12,2020,498800, 
07920,NJ,Bridgewater Township,Somerset County,4533,2020-12-31,12,2020,642335, 
08836,NJ,Bridgewater Township,Somerset County,15436,2020-12-31,12,2020,606320, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-01-31,1,2021,310956, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-01-31,1,2021,502954, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-01-31,1,2021,645177, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-01-31,1,2021,609750, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-02-28,2,2021,314397, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-02-28,2,2021,506802, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-02-28,2,2021,647878, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-02-28,2,2021,613471, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-03-31,3,2021,319290, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-03-31,3,2021,509582, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-03-31,3,2021,649220, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-03-31,3,2021,617621, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-04-30,4,2021,326010, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-04-30,4,2021,513825, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-04-30,4,2021,653205, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-04-30,4,2021,623894, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-05-31,5,2021,331972, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-05-31,5,2021,519422, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-05-31,5,2021,659766, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-05-31,5,2021,631370, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-06-30,6,2021,335215, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-06-30,6,2021,527794, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-06-30,6,2021,671142, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-06-30,6,2021,640234, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-07-31,7,2021,338214, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-07-31,7,2021,537511, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-07-31,7,2021,683371, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-07-31,7,2021,651841, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-08-31,8,2021,339542, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-08-31,8,2021,545605, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-08-31,8,2021,693172, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-08-31,8,2021,661879, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-09-30,9,2021,340879, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-09-30,9,2021,548948, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-09-30,9,2021,697367, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-09-30,9,2021,667240, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-10-31,10,2021,342244, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-10-31,10,2021,551500, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-10-31,10,2021,700280, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-10-31,10,2021,670616, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-11-30,11,2021,343115, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-11-30,11,2021,552866, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-11-30,11,2021,702118, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-11-30,11,2021,671918, 
08901,NJ,New Brunswick,Middlesex County,2082,2021-12-31,12,2021,344376, 
08807,NJ,Bridgewater Township,Somerset County,2481,2021-12-31,12,2021,557795, 
07920,NJ,Bridgewater Township,Somerset County,4533,2021-12-31,12,2021,707823, 
08836,NJ,Bridgewater Township,Somerset County,15436,2021-12-31,12,2021,677454, 
08901,NJ,New Brunswick,Middlesex County,2082,2022-01-31,1,2022,345281, 
08807,NJ,Bridgewater Township,Somerset County,2481,2022-01-31,1,2022,561666, 
07920,NJ,Bridgewater Township,Somerset County,4533,2022-01-31,1,2022,712397, 
08836,NJ,Bridgewater Township,Somerset County,15436,2022-01-31,1,2022,681348, 
08901,NJ,New Brunswick,Middlesex County,2082,2022-02-28,2,2022,347723, 
08807,NJ,Bridgewater Township,Somerset County,2481,2022-02-28,2,2022,564842, 
07920,NJ,Bridgewater Township,Somerset County,4533,2022-02-28,2,2022,716050, 
08836,NJ,Bridgewater Township,Somerset County,15436,2022-02-28,2,2022,684591, 
08901,NJ,New Brunswick,Middlesex County,2082,2022-03-31,3,2022,350051, 
08807,NJ,Bridgewater Township,Somerset County,2481,2022-03-31,3,2022,570759, 
07920,NJ,Bridgewater Township,Somerset County,4533,2022-03-31,3,2022,723825, 
08836,NJ,Bridgewater Township,Somerset County,15436,2022-03-31,3,2022,691533, 
08901,NJ,New Brunswick,Middlesex County,2082,2022-04-30,4,2022,354406, 
08807,NJ,Bridgewater Township,Somerset County,2481,2022-04-30,4,2022,577765, 
07920,NJ,Bridgewater Township,Somerset County,4533,2022-04-30,4,2022,734631, 
08836,NJ,Bridgewater Township,Somerset County,15436,2022-04-30,4,2022,700604, 
08901,NJ,New Brunswick,Middlesex County,2082,2022-05-31,5,2022,358706, 
08807,NJ,Bridgewater Township,Somerset County,2481,2022-05-31,5,2022,587969, 
07920,NJ,Bridgewater Township,Somerset County,4533,2022-05-31,5,2022,748381, 
08836,NJ,Bridgewater Township,Somerset County,15436,2022-05-31,5,2022,712198, 
